Titulo,Ano da publicação,Nome do estudante,Orientador,co-orientador,Descrição empírica dos PGs,definição DNC,TAGS,LUGAR
"Aplicação e análise de
conceitos bioclimáticos em
projeto de moradia
estudantil",2016,"Fracalossi, Klycia Lopes","Laranja, Andrea Coelho.","Nico-
Rodrigues, Edna Aparecida","Aplicação e análise de
conceitos bioclimáticos em
projeto de moradia
estudantil (lagoa ufes)",Projeto de arquitetura,Projeto/ moradia estudantil/ bioclimático,UFES Goiabeiras
"Centro Cultural ELO :
arquitetura e revitalização
da estação ferroviária da
Leopoldina em Argolas, Vila
Velha. ",2016,"Fracalossi, Raissa Panetto","Almeida, Renata
Hermanny de.",,Projeto intervenção patrimonial em  argolas vila veha,Técnicas Retrospectivas,Projeto/ restauro/ intervenção/ estação ferroviária/ revitalização/ ferrovia,Argolas
"Concavidades relações
entre habitações de média
densidade e lan
readjustment.",2015,"Fraga, Anderson Azevedo","Romanelli, Marco Antonio
Cypreste,","Junior, Marco
Esteves","redesenho urbano, o conceito lan readjustment, maria ortiz",Projeto de urbanismo,Projeto/ land readjustment/ urbanismo,Maria Ortiz
"Pavilhão de arquitetura: Um
ensaio paramétrico de
intervenção arquitetônica",2013,"Fraga, Larissa Pereira","Rocha, Ricardo de Souza","Paoliello, Márcia Andrade",Intervenção e projeto no cais das artes. Uso da parametrização,Informática aplicada a arquitetura,BIM/ Projeto/ Intervenção/ cais das arte,Enseada do Suá
"A casa verde: propostas
projetuais para máxima
produção de alimentos.",2016,"Fraga, Vitor Carvalho","Costa, Aline Nogueira",,Proj reforma visando a agricultura urbana em vitória,Projeto de arquitetura,Reforma/ agrícola/ urbano/ residência,Vitória
"A gestão do tráfego: Por
uma melhor qualidade do
ambiente urbano",2002,"França, Caroline Jabour de","Alvaraz, Cristina","Abe, André",Projeto de mobilidade em Vitória,Projeto de urbanismo,Projeto/ mobilidade,grande vitória 
Centro Eco-turístico Panguila,2014,"Franco, João de Oliveira","Alvarez, Cristina Engel","Woelffel, Anderson Buss",Projeto de um centro agrícola,Projeto de arquitetura,Projeto/ Centro agrícola,Panguila
"A cidade na universidade :
intervenção paisagística no
campos de Goiabeiras",2010,"Franco, Thalita Peisino","Caser, Karla do Carmo","Vianna,
Kennedy Pereira de Castro
Ramos",Intervenção paisagistica na Campus de Goiabeiras,Projeto de paisagismo,Projeto/ intervenção/ paisagismo,UFES Goiabeiras
"Residencial Viva Verde
edifício residencial de
conceitos bioclimáticos",2011,"Frazão, Bárbara Lyrio
Fernandes","Vargas, Paulo
Sérgio de Paula","Fanticele,
Fernando Boechat",,,,
"Cartilha para habitação
social mínima : uma análise
sobre a ótica dos padrões
aplicados no programa do
Governo Federal Minha
Casa, Minha Vida.",2014,"Frechiani, Yasmim Vieira","Patek, Maria Madalena dos
Santos",,Desenvolvimento de cartilha sobre acessibilidade em projs de habitação social minima,História e Teoria da Arquitetura e Urbanismo,Análise/ acessibilidade/ habitação popular/ cartilha,n/d
Cine Alba,2011,"Freitas, Bethania Quemelli","Massara, Bruno","Souza,
Luciene Pessotti de",Intervenção e projeto de restauro no Cine Alba em Baixo Guandu,Técnicas retrospectivas,Intervenção/ restauro/ cinema,Baixo Guandú
"A inserção tecnológica na
habitação urbana : do
hardware ao wetware",2006,"Freitas, Fernanda Dutra de.","Miranda, Clara Luiza","Lucca,
Rinaldo Tessuti de.",Analise de projetos de habitação segundo as tendências da informação e tecnologia,História e Teoria da Arquitetura e Urbanismo,Análise/ tecnologia/ projeto de habitação/ residência,n/d
"Bikepod: Unidade adaptável
de apoio ao ciclista.",2018,"Freitas, Giulia Monfardini de","Martino, Jarryer Andrade
de",,,,,
"Humanização em unidades
de saúde : aplicação em
projeto de unidade de
pronto atendimento.",2017,"Freitas, Juliana Pimentel","Laranja, Andrea Coelho",,Projeto de Pronta atendimento em São Mateus. Humanitária, Projeto de arquitetura,Projeto/ Hospital/ Pronto- atendimento,São Mateus
"Estudo luminotécnico do
teatro do centro de artes da
Universidade Federal do
Espírito Santo",2011,"Freitas, Luana Corrêa de","Romanelli, Marco",,"Estudo luminotécnico para o
teatro do centro de artes da
Universidade Federal do
Espírito Santo",Conforto Ambiental,Projeto luminotécnico/ Teatro,UFES Goiabeiras
"Interseções: uma
aproximação entre
arquitetura, cenografia e
moda",2017,"Freitas, Rosiani Uhl","Romanelli, Marco Antônio
Cypreste.","Santos, Maria Madalena","proj. desfile de moda arq, moda, cenografica (carapina)",Projeto de Arquitetura,Projeto/ cenografia/ desfile/ moda,Carapina
"Arquitetura, automação e
racionalização",2003,"Freitas, Simara","Marroquim, Ione","Alvarenga,
Augusto",Projeto de edificio comercial com foco em sustentabilidade e novas tecnologias,Projeto de Arquitetura,Projeto/ edifício/ comercial/ tecnologia/ sustentabilidade,n/d
"Memórias e fatos urbanos:
um estudo na Praia do
Canto",2008,"Freitas, Wanessa Guisolfi
de","Porto, Nelson",,Conceito de Fato Urbano. Análise urbana de Praia do Canto,História e Teoria da Arquitetura e Urbanismo,Análise/ urbano/ fato urbano,Praia do Canto
"Transversalidades na
moradia urbana.",2018,"Fukai, Fernanda Mayumi","Frizzera, Kleber Perini",,,,,
"Lixo urbano : fonte de
energia, materiais
alternativos e qualidade de
vida.",2005,"Furini, Camila Gomes","Alvarez, Cristina Engel de.","Alvarenga,
Augusto",Projeto de centro de tratamento de lixo em São mateus,Projeto de arquitetura,Projeto/ lixo/ centro de (núcleo de)/ reciclagem,São Mateus
"Parque Ecológico Ilha da
Fumaça",2004,"Furtado, Ligia Martins Diniz","Alvarez, Cristina Engel de.",,Projeto de parque ecologico na Ilha da Fumaça,Projeto de paisagismo,Projeto/ parque/ ecológico,Monte belo (Ilha da fumaça)
"Praças: espaços livres -
novo desenho urbano para
o Bairro Barcelona",2014,"Gabler, Márcio Costa","Romanelli, Marco Antônio
Cypreste","Santos, Maria Madalena
dos",Projeto de reurbanização do bairro barcelona na serra,Projeto de urbanismo,Projeto/ urbanismo/praça,Barcelona
"Biblioteca pública municipal
de vitória",2000,"Gachet, Anderson Faria","Barbosa, Eduardo S","Vargas, Paulo",Projeto de biblioteca pública em Monte Belo Vitória,Projeto de arquitetura,Projeto/ biblioteca,Monte Belo
"Academia x Life: em
Enseda do Suá, Vitória-ES",2014,"Galvão, Felipe Abilio","Bahia, Tarcísio","Frizzera, Kléber Perini",Projeto de academia alto padrão - Enseada do suá,Projeto de arquitetura,Projeto/ academia,Enseada do Suá
"Arquitetura de
(in)segurança",2015,"Gama, Vinícius Farias.","Esteves, Milton.",,Teorizaçao sobre arquitetura e segurança (Jardim da Penha),História e Teoria da Arquitetura e Urbanismo,Análise/ arquitetura e segurança,Jardim da Penha
"Atlântica Ville: ensaio
projetual de requalificação
de espaços livres",2016,"Garcia, Amanda Cristina
Leão","Penteado, Humberto
Marconi",,Requalificação do bairro de atlantica ville,Projeto de urbanismo,Projeto/ requalificação/ urbanismo,Atlântica Ville
"Comunidade sustentável:
proposta de planejamento
urbano sustentável para
Vila Velha",2007,"Garcia, Daniele Goldner","Penteado, Homero Marconi","Mendonça,
Eneida M. Souza","proposta de planejamento
urbano sustentável para
Vila Velha",Planejamento urbano e Regional,Planejamento/ sustentabilidade/ urbano,Vila Velha
"Marítimo : restaurante
bioclimático.",2017,"Gasparini, Lorena.","Nico-
Rodrigues, Edna Aparecida",,Projeto de restaurante com arq. bioclimática na orla de vila velha,Projeto de arquitetura,Projeto/ restaurante/ mar/ bioclimático,Vila Velha
"A influência do projeto
arquitetônico nas perdas e
nos deperdícios de
materiais na construção civil",2006,"Gatti, Ana Paula","Vargas,
Paulo Sergio de Paula.",,Teorização sobre material de descarte da construção civil (sustentabilidade),Tecnologia das Construções,Análise/ projeto de arquitetura/ desperdício/ construção civil/ sustentabilidade,n/d
"Espaço público para
Laranjeiras",2009,"Gaudereto, Anna Paula
Guimarães","Abe, André
Tomoyuki",,Projeto de espaço público para laranjeiras,Projeto de paisagismo,Projeto/ praça/ espaço/ público,Laranjeiras
"Do maciço ao mangue
proposta de intervenção
urbano paisagística no Vale
do Mulembá",2017,"Gava, Caroline Pelacani","Caser, Karla do Carmo",,Projeto de parque linear para o vale do mulembá (vitória),Projeto de paisagismo,Projeto/ parque linear/ mangue,Joana D'Arc (Vale do Mulembá)
"Mega projetos : instrumento
de transformação das
cidades contemporâneas",2009,"Gewehr, Grasiele Luisa
Ribeiro","Ribeiro, Rogério
Almenara",,Teorização sobre mega projetos de trasnformação das cidades conteporâneas,História e Teoria da Arquitetura e Urbanismo,Análise/ megaprojetos/ cidade contemporânea,n/d
Agroparque em Goliabeiras,2018,"Gewehr, Vicente Gonçalves","Penteado, Homero
Marconi","Kaser,
Karla do Carmo",Projeto de agroparque em Goiabeiras,Projeto de paisagismo,Projeto/ parque/ agrícola,Goiabeiras
"Projeto de hotel :
simulação de desempenho
térmico./",2017,"Ghidetti, Bianca Valadares","Nico-Rodrigues, Edna
Aparecida",,estudo preliminar de hotel de lazer. Arquitetura bioclimática,Projeto de arquitetura,Projeto/ hotel/ bioclimático/ desempenho térmico,n/d
"Intervenção urbana :
espaços e habitantes.",2005,"Giacomin, Jéssica
Fernandes.","Mendonça,
Eneida Maria.","Esteves Júnior, Milton",Intervenção urbana para o bairro de são benedito em vitória,Projeto de urbanismo,Projeto/ urbanismo/ intervenção,São Benedito
"Zoom : parque zoológico
Mata Atlântica.",2004,"Giacomin, Regiane Faria.","Alvarenga, Augusto.",,estudo preliminar de parque zoológico na pedreira do rio doce (vitória),Projeto de arquitetura,Projeto/ Zoológico,Resistência (Pedreira Joana D'Arc)
"Projeto de reurbanização da
Orla de Camburi :
arquitetura para o turismo
mobilidade urbana.",2005,"Ginaid, Samir","Barbosa, Eduardo",,"Projeto de reurbanização da
Orla de Camburi :
arquitetura para o turismo
mobilidade urbana.",Projeto de urbanismo,Projeto/ urbanismo/ turismo/ mobilidade/ orla,Jardim da Penha (Camburi)
"Planejamento da paisagem
em Pedra Azul",2007,"Girardi, Carina Modolo","Penteado, Homero M.",,Analise e proposta de paisagem na pedra azul,Projeto de paisagismo,Análise/ projeto/ paisagem,Pedra Azul  
"Parque urbano lagoa
encantada: proposta de
projeto para o município de
Vila Velha",2017,"Giro, ALine Miranda","Rona, Milton",,Parque em vale encantado,Projeto de paisagismo,Projeto/ parque,Vale Encantado
"Moradia Estudantil
Sustentável para o Campus
Universitário Alor de
Queiroz Araújo - UFES./",2015,"Gobbi, Mirna Elias",,,"Moradia Estudantil
Sustentável para o Campus
Universitário Alor de
Queiroz Araújo - UFES de goiabeiras",Projeto de arquitetura,Projeto/ moradia estudantil/ sustentabilidade,UFES Goiabeiras
Vitória 2015,2002,"Godinho, Bruno Miguel dos
Santos Coelho","Ribeiro,
Rogério Almenara.",,Projeto e requalificação do porto de vitória,Projeto de arquitetura,Projeto/ requalificação/ porto,Centro de Vitória
"Paisagem fotografada: uma
análise perceptiva do
Convento da Penha",2013,"Goltara, Giovani Bonadiman","Mendonça, Eneida Maria
Souza","Junior
Esteves, Milton",Relação entre a fotografia e paisagem. Estudo no convento da penha,História e Teoria da Arquitetura e Urbanismo,Análise/ fotografia/ paisagem,Prainha (Convento da Penha)
Pararquitetura.,2005,"Gomes, Carla Cordeiro","Esteves Júnior, Milton.",,Projeto de uma escola de arquitetura utópica na praia do canto,Projeto de arquitetura,Projeto/ utopia/ escola de arquitetura,Praia do Canto
"Solar Monjardim : um
estudo sobre a arquitetura
rural capixaba",2006,"Gomes, Lorenza Cosme","Ribeiro, Nelson Porto",,Análisa solar monjardin,História e Teoria da Arquitetura e Urbanismo,Levantamento/ Análise/ Solar Monjardin,Jucutuquara
"Arquitetura sustentável.
Ensaio de um condomínio",2004,"Gomes, Renato Cézar
Concha.","Alvarez, Cristina
Engel de.",,projeto de condomínio residencial multifamiliar sustentável,Projeto de arquitetura,Projeto/ condomínio/ residência/ sustentabilidade,n/d
"Edifício Residencial
Multifamiliar: conceitos de
sustentabilidade na
construção civil",2012,"Gomes, Rhodmilla Milanese","Alvarenga, Augusto","Brito, Ludimila
Costa",Projeto de edificio multiresidencial familiar. Sustentabilidade,Projeto de arquitetura,Projeto/ edifício/ residência/ sustentabilidade,n/d
"Maquina de viver: Uma
reflexão a respeito da
relação entre os espaços
nos edifícios residenciais
multifamiliares",2001,"Gomes, Valéria Rodrigues
Magalhães","Vargas, Paulo","Buffon, Ana
Cláudia",Projeto de edificil residencial multifamiliar (jardim camburi),Projeto de arquitetura,Projeto/ edifício/ residência/ sustentabilidade,Jardim Camburi
"Igreja primitiva
contemporânea",2013,"Gomes, Vitor Silva","Frizzera, Kleber Perini","Bahia, Tarcísio
","Arquitetura religiosa. Projeto de igreja cristã
",Projeto de arquitetura,Projeto/ igreja/ cristã,n/d
"O mangue e nós: a
retomada da relação entre o
manguezal e a grande
Goiabeiras",2016,"Gonçalves, Thainá Freitas","Almenara, Rogério Ribeiro",,Proposta de intervenção e projeto urbano nas áreas proximas ao mangue na grande goiabeiras,Projeto de urbanismo,Projeto/ intervenção/ mangue/ orla/ urbanismo,Goiabeiras
"Parque Municipal de
Ibatiba.",2009,"Gouvea, Adriano Paula de","Mendonça, Eneida Maria
Souza",,"Parque Municipal de
Ibatiba.",Projeto de paisagismo,Projeto/ parque,Ibatiba
"Um olhar sobre a orla:
Proposta de intervenção
urbana na prais das garças",2002,"Graceli, Clarice Luiza","Abe, André Tomoyuky.","Romanelli,
Marco Antônio Cypreste",Proposta de intervensão urbana na praia das garças,Projeto de urbanismo,Projeto/ intervenção/ mar/ orla,Enseada das Garças
Parque Morro do Moreno,2002,"Greppe, Gabriela Silva","Marroquim, Ione",,Proposta de um parque no morro do moreno. Preservação do parque natural,Projeto de paisagismo,Projeto/ parque,Morro do moreno
"Gestão do processo de
projeto no segmento de
construção de edifícios por
encomenda.",2002,"Grilo, Leonardo Melhorato","Melhado, Silvio Burrattino",,,,,
"Labirinto : o desafio do
arquiteto urbanista",2012,"Grissoni, Renan","Proscholdt, Lutero",,,,,
"Madeira de reflorestamento em casas pré-moldadas de
wood frame: uso de pinus tratado em casas pré-
fabricadas - embasamento histórico, viabilidade
brasileira e modelos de
projetos
",2013,"Grobério, Mariana ","Andrade, Tarcísio Bahia de","alvarenga,
Augusto 
","Madeira de reflorestamento em casas pré-moldadas de
wood frame: uso de pinus tratado em casas pré-
fabricadas - embasamento histórico, viabilidade
brasileira e modelos de
projetos
. Com preço",Tecnologia das construções,Wood Frame/ Madeira de reflorestamento/ orçamento/ ensaio projetual,n/d
Torre da vitória,2001,"Guasti, Thais Wanderley","Almenara, Rogério","Duarte, Maria
Cristina Coelho",Projeto de torre mirante para o  parque da fonte grande em vitória,Projeto de arquitetura,Projeto/ torre mirante,Parque da Fonte Grande
"Por uma escola sem
barreiras",2000,"Guedes, Renata Ferreira","Freitas, Francisco
Bernardino de","Coelho, Maria Cristina",Projeto escola crianças de 2 a 10 anos enseada do suá,Projeto de arquitetura,Projeto/ escola,Enseada do Suá
"Redescobrindo o rio da costa Vila Velha: A
ressignificação das
interações entre rio, cidade
e habitantes
",2018,"Guerini, Karina Roris ","Esteves, Milton ","Santos, Evelyn Machado dos",Intervenção e requalificação do rio da costa,Projeto de urbanismo,Projeto/ rio/ orla/ urbanismo,Canal da COsta
"No princípio memorial
arquitetônico de uma casa
de parto",2017,"Guerra, Letícia Fernandes
Oliveira","Frizzera, Kleber
Perini.",,Projeto de centro de parto normal. Arquitetura Hospitalar,Projeto de arquitetura,Projeto/ hospital/ parto normal,n/d
"Habitat sustentável: ensaio
projetual de um conjunto de
habitação de interesse
social no município de
Linhares",2007,"Guidini, Patrícia","Alvarez,
Cristina Engel de",,"ensaio
projetual de um conjunto de
habitação de interesse
social no município de
Linhares",Projeto de arquitetura,Projeto/ interesse social/ residência/ sustentabilidade,Centro de Linhares
"A transformação do tempo,
do espaço e da sociedade.",2005,"Guidini, Thayse Scandian","Perini, Kleber Frizzera.",,,,,
"O futuro e a habitação:
novos modos de vida,
novos modos de morar",2003,"Guimarães, Aline Sampaio
de Mello","Frizzera, Kleber
Perini.",,Teorização sobre a influencia da tecnologia sobre  o desenho da arquitetura residencial,História e Teoria da Arquitetura e Urbanismo,Análise/ tecnologia/ desenho/ residência,n/d
"Rua : um espaço público de
comportamento social",2009,"Guimarães, Henrique César","Mendonça, Eneida Maria
Souza",,Intervenção em goiabeiras velha. Foco na rua,Projeto de urbanismo,Projeto/ rua/ espaço/ urbanismo,Goiabeiras
